Part_ID,Date,Employee,Work_Order,Model,Part_Number,Result,Test_1,Test_2,Test_3,Test_4,Test_5,Test_6,Test_7,Test_8,Test_9,Test_10,Test_11,Test_12
6401601234578954,21/08/2026 13:57:09,654654,6546,ES-05585-1 640160,640160,PASS,1.019025,0.91611,9.9e+37
6401601234567894,21/08/2026 14:01:32,6786,786,ES-05585-1 640160,640160,PASS,1.019025,0.916751,9.9e+37
6401601234567894,21/08/2026 14:01:56,6786,786,ES-05585-1 640160,640160,PASS,1.019153,0.916751,9.9e+37
6401601234567894,21/08/2026 14:02:10,6786,786,ES-05585-1 640160,640160,PASS,1.018641,0.916495,9.9e+37
6401601234567894,21/08/2026 14:02:27,6786,786,ES-05585-1 640160,640160,PASS,1.019282,0.917264,9.9e+37
6401601234567894,21/08/2026 14:03:06,6786,786,ES-05585-1 640160,640160,FAIL,1.017744,0.916879,0.807556
6401601234567894,21/08/2026 14:03:53,6786,786,ES-05585-1 640160,640160,PASS,1.018,0.917776,9.9e+37
6401601234567894,21/08/2026 14:05:46,0202,pd0000357,ES-05585-1 640160,640160,PASS,1.018513,0.916879,9.9e+37
6401601234567897,21/08/2026 14:15:26,0202,pd0000357,ES-05585-1 640160,640160,PASS,1.020307,0.919314,9.9e+37
6401601234567894,21/08/2026 14:15:42,0202,pd0000357,ES-05585-1 640160,640160,PASS,1.019666,0.918161,9.9e+37
6401601234567894,21/08/2026 16:11:32,5856,tyut,ES-05585-1 640160,640160,PASS,1.028766,0.92662,9.9e+37
